seqnames	start	end	width	strand	genoT	Extract.Name	ploidy	library
chr15	98809931	99043774	233844	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr16	12617627	12799162	181536	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr16	19393693	19529276	135584	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr16	50699120	50812892	113773	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr17	53218347	53686600	468254	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr18	58895687	59010034	114348	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr18	64186022	64589491	403470	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr2	17812681	17957363	144683	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr2	129059751	129240358	180608	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr2	131399465	131776019	376555	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr2	170802515	171310221	507707	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr2	223251741	223390552	138812	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr20	15099329	15281138	181810	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr22	50065548	50294265	228718	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr3	41184780	41352295	167516	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr3	73299312	73431330	132019	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr3	165440054	166125167	685114	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr3	169187242	169608122	420881	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr4	119490097	119795157	305061	*	wc-ww	NW150519-VIII_74	2	NW150519-VIII_74
chr4	151313502	151509602	196101	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr4	184287625	184457141	169517	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr5	27178891	27753576	574686	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr5	155100295	155473703	373409	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr5	160229626	160519584	289959	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr6	8882437	9147278	264842	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr6	11420311	11705551	285241	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr6	41581581	41635275	53695	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr6	147109883	147430435	320553	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr7	44434805	44533886	99082	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr7	155549998	155810308	260311	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr8	7201324	8330836	1129513	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr8	12377052	12718539	341488	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr8	101597351	101726768	129418	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chr8	129518574	129658937	140364	*	cc-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr9	401208	1436878	1035671	*	wc-cc	NW150519-VIII_74	2	NW150519-VIII_74
chrX	44981806	45233848	252043	*	ww-wc	NW150519-VIII_74	2	NW150519-VIII_74
chr1	69279892	69673212	393321	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr1	162900830	163257768	356939	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr1	165501697	165744622	242926	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr10	69051799	69366468	314670	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr14	100863027	101047525	184499	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr15	68315903	68502583	186681	*	wc-cc	NW150519-VIII_75	2	NW150519-VIII_75
chr17	18290316	18877084	586769	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr17	41520280	41622593	102314	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr18	31675345	32161044	485700	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr18	43107620	43542138	434519	*	wc-cc	NW150519-VIII_75	2	NW150519-VIII_75
chr3	40182340	40582849	400510	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr5	40808312	41269797	461486	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr5	136240348	136500003	259656	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr5	163664851	164086170	421320	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr6	44921231	45362425	441195	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr6	56741279	57276682	535404	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr6	75598098	75979044	380947	*	wc-ww	NW150519-VIII_75	2	NW150519-VIII_75
chr7	141973318	142351177	377860	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr8	7092511	8320549	1228039	*	wc-cc	NW150519-VIII_75	2	NW150519-VIII_75
chr8	11898320	12589411	691092	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr8	33935318	34645301	709984	*	wc-cc	NW150519-VIII_75	2	NW150519-VIII_75
chr8	132349649	132663034	313386	*	cc-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr9	71752608	72205373	452766	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chrX	20312217	20496992	184776	*	ww-wc	NW150519-VIII_75	2	NW150519-VIII_75
chr1	39863225	40060005	196781	*	ww-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr10	16363875	16543174	179300	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr10	42305704	42515729	210026	*	wc-ww	NW150519-VIII_76	2	NW150519-VIII_76
chr10	102730473	102859557	129085	*	ww-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr10	127794226	127962703	168478	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr11	102648651	102955890	307240	*	ww-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr13	45121595	45369945	248351	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr13	48856597	49521363	664767	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr13	97223817	97432811	208995	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr14	49634695	50016165	381471	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr14	61130524	61227998	97475	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr15	51787272	52174740	387469	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr15	85433473	85629290	195818	*	wc-ww	NW150519-VIII_76	2	NW150519-VIII_76
chr17	37729654	38342082	612429	*	wc-ww	NW150519-VIII_76	2	NW150519-VIII_76
chr21	18103666	18581806	478141	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr21	33735071	33951719	216649	*	wc-ww	NW150519-VIII_76	2	NW150519-VIII_76
chr3	110323349	110742248	418900	*	ww-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr3	165531010	166162150	631141	*	wc-ww	NW150519-VIII_76	2	NW150519-VIII_76
chr3	168859252	169769790	910539	*	ww-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr4	97294828	97698029	403202	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr4	150039878	150257204	217327	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr7	20361411	20660694	299284	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr8	7080876	8289771	1208896	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr8	11970502	12768670	798169	*	wc-cc	NW150519-VIII_76	2	NW150519-VIII_76
chr9	103629065	104236573	607509	*	cc-wc	NW150519-VIII_76	2	NW150519-VIII_76
chr1	40848609	41011166	162558	*	wc-ww	NW150519-VIII_77	2	NW150519-VIII_77
chr1	118544913	118841667	296755	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr10	98417988	98562205	144218	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr11	67850853	68018017	167165	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr11	119567945	119646176	78232	*	wc-cc	NW150519-VIII_77	2	NW150519-VIII_77
chr12	130456449	130660255	203807	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr15	63362942	63589550	226609	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr16	59051778	59555523	503746	*	wc-ww	NW150519-VIII_77	2	NW150519-VIII_77
chr17	16546416	16850847	304432	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr2	118697203	118845791	148589	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr3	10312364	10406697	94334	*	wc-cc	NW150519-VIII_77	2	NW150519-VIII_77
chr3	31481641	31824550	342910	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr3	120650842	121086984	436143	*	wc-ww	NW150519-VIII_77	2	NW150519-VIII_77
chr4	75555985	75853925	297941	*	wc-ww	NW150519-VIII_77	2	NW150519-VIII_77
chr4	162408743	162803988	395246	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr5	54482556	54719892	237337	*	wc-ww	NW150519-VIII_77	2	NW150519-VIII_77
chr5	60405874	61173987	768114	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr6	130892994	131137085	244092	*	ww-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr8	7354115	8259721	905607	*	wc-cc	NW150519-VIII_77	2	NW150519-VIII_77
chr8	11986729	12636669	649941	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr8	101828638	101998391	169754	*	wc-cc	NW150519-VIII_77	2	NW150519-VIII_77
chrX	16685285	17008964	323680	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chrX	87464781	87923980	459200	*	wc-cc	NW150519-VIII_77	2	NW150519-VIII_77
chrX	100927670	101241818	314149	*	cc-wc	NW150519-VIII_77	2	NW150519-VIII_77
chr10	14012414	14036787	24374	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr10	77492245	77514380	22136	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr13	43053818	43096939	43122	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr13	47061238	47092853	31616	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr13	92719895	92746205	26311	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr14	89310369	89336656	26288	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr15	50930944	50956350	25407	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr15	94877019	94918278	41260	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr16	17520543	17551535	30993	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr17	4817701	4869761	52061	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr17	63497107	63518268	21162	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr18	11498752	11589642	90891	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr18	59839611	59893005	53395	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr19	57318103	57347500	29398	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr2	45366394	45405192	38799	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr21	33267819	33289705	21887	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr3	159377204	159421526	44323	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr3	165865440	165908695	43256	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr3	169431812	169458533	26722	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr4	125928567	125982073	53507	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr5	14784513	14837913	53401	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr5	72805045	72823357	18313	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr5	93637043	93694594	57552	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr6	5751301	5786377	35077	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr6	21163432	21245255	81824	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chr6	42618380	42678040	59661	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr8	7203658	7546271	342614	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr8	12575449	12626459	51011	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr8	38964185	38999901	35717	*	cc-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr8	124862035	124890438	28404	*	wc-cc	NW150519-VIII_81	2	NW150519-VIII_81
chr9	102873538	102904236	30699	*	wc-ww	NW150519-VIII_81	2	NW150519-VIII_81
chrX	80127825	80166975	39151	*	ww-wc	NW150519-VIII_81	2	NW150519-VIII_81
chr10	79439024	80189052	750029	*	cc-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr11	65860243	66041271	181029	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr13	49659327	50326769	667443	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr15	67019596	67295878	276283	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr17	37424992	38381714	956723	*	wc-ww	NW150519-VIII_83	2	NW150519-VIII_83
chr17	43069099	43469511	400413	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr18	44689127	44982941	293815	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr2	56730390	58231143	1500754	*	wc-ww	NW150519-VIII_83	2	NW150519-VIII_83
chr22	47403471	47653333	249863	*	wc-ww	NW150519-VIII_83	2	NW150519-VIII_83
chr4	99726378	100403254	676877	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chr4	125639168	126547032	907865	*	cc-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr4	156734618	157839449	1104832	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chr5	170186312	170350641	164330	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chr6	16757875	17206754	448880	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chr8	11979753	12759257	779505	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr8	19215864	19570593	354730	*	wc-ww	NW150519-VIII_83	2	NW150519-VIII_83
chr8	33865996	34244795	378800	*	ww-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr8	130411203	130694451	283249	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chr9	134969577	135035943	66367	*	wc-ww	NW150519-VIII_83	2	NW150519-VIII_83
chrX	14040769	14626477	585709	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chrX	34669901	36471304	1801404	*	cc-wc	NW150519-VIII_83	2	NW150519-VIII_83
chrX	66753171	67241027	487857	*	wc-cc	NW150519-VIII_83	2	NW150519-VIII_83
chrX	101087685	101848951	761267	*	cc-wc	NW150519-VIII_83	2	NW150519-VIII_83
chr1	77506585	78252232	745648	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr10	123255089	123451958	196870	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr11	34522089	34822579	300491	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr13	31019340	31169740	150401	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr14	39857689	40914382	1056694	*	wc-cc	NW150519-VIII_84	2	NW150519-VIII_84
chr14	42944717	43535642	590926	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr15	82527477	82705624	178148	*	wc-cc	NW150519-VIII_84	2	NW150519-VIII_84
chr18	50966470	51100729	134260	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr3	116337603	116634895	297293	*	wc-cc	NW150519-VIII_84	2	NW150519-VIII_84
chr3	184843847	185071053	227207	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr4	10059112	10114432	55321	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr4	158902193	159431783	529591	*	wc-cc	NW150519-VIII_84	2	NW150519-VIII_84
chr5	69469526	71597326	2127801	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr6	3538244	3653153	114910	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr6	81650243	82095310	445068	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr6	165350278	165619222	268945	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr8	7036708	8282876	1246169	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr8	12567468	12765279	197812	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr8	26585529	26784119	198591	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr8	54574044	54881039	306996	*	wc-ww	NW150519-VIII_84	2	NW150519-VIII_84
chr8	85565386	86469082	903697	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr9	87883334	88248952	365619	*	cc-wc	NW150519-VIII_84	2	NW150519-VIII_84
chrX	48827041	49030828	203788	*	ww-wc	NW150519-VIII_84	2	NW150519-VIII_84
chr1	110068747	110184845	116099	*	cc-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr1	221318518	221594661	276144	*	wc-cc	NW150519-VIII_85	2	NW150519-VIII_85
chr10	70064647	70172009	107363	*	wc-ww	NW150519-VIII_85	2	NW150519-VIII_85
chr11	98455274	98718323	263050	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr17	37726018	38339211	613194	*	wc-cc	NW150519-VIII_85	2	NW150519-VIII_85
chr2	32623379	32885442	262064	*	cc-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr3	42506015	42655817	149803	*	wc-ww	NW150519-VIII_85	2	NW150519-VIII_85
chr3	109262628	109729592	466965	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr3	160885451	161206931	321481	*	wc-cc	NW150519-VIII_85	2	NW150519-VIII_85
chr3	195256848	195493410	236563	*	cc-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr4	127152155	127617396	465242	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr5	23196064	23765401	569338	*	wc-cc	NW150519-VIII_85	2	NW150519-VIII_85
chr5	98833195	99284057	450863	*	cc-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr6	130852696	131166322	313627	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr7	1880674	1948823	68150	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr7	122363524	122677900	314377	*	wc-cc	NW150519-VIII_85	2	NW150519-VIII_85
chr8	7100732	7512596	411865	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr8	12035775	12678575	642801	*	wc-ww	NW150519-VIII_85	2	NW150519-VIII_85
chr8	46485874	46881044	395171	*	ww-wc	NW150519-VIII_85	2	NW150519-VIII_85
chr1	6884115	7087273	203159	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr1	104463061	104877569	414509	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr10	84311087	84522852	211766	*	wc-cc	NW150519-VIII_87	2	NW150519-VIII_87
chr11	71742751	71932373	189623	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr11	130390643	130469654	79012	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr12	27810060	27975822	165763	*	wc-cc	NW150519-VIII_87	2	NW150519-VIII_87
chr12	131221987	131368979	146993	*	cc-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr13	52993837	53310356	316520	*	cc-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr15	33445914	33725545	279632	*	cc-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr16	60820644	60992076	171433	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr16	75498537	75761437	262901	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr17	2077107	2401566	324460	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr17	8946162	9098619	152458	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr2	67645323	67783560	138238	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr2	82458620	83014589	555970	*	wc-cc	NW150519-VIII_87	2	NW150519-VIII_87
chr2	105025320	105224533	199214	*	cc-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr2	186692062	187047603	355542	*	wc-cc	NW150519-VIII_87	2	NW150519-VIII_87
chr20	3083514	3253030	169517	*	cc-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr22	36635641	36807120	171480	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr3	165805985	166061595	255611	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr6	47279345	47664307	384963	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr7	12796893	13108368	311476	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr8	7043302	7829875	786574	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr8	11913865	12710803	796939	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr8	25111366	25303264	191899	*	ww-wc	NW150519-VIII_87	2	NW150519-VIII_87
chr9	135938301	136018335	80035	*	wc-ww	NW150519-VIII_87	2	NW150519-VIII_87
chr1	158807514	159068382	260869	*	cc-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr1	215940867	216149579	208713	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr1	228295279	228394676	99398	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr10	16600233	16766179	165947	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr12	59928958	60508280	579323	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr13	51111464	51197154	85691	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr13	90945874	91252424	306551	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr14	70832899	71093218	260320	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr17	18323134	18810879	487746	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr17	48825795	48996240	170446	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr17	61539247	61731753	192507	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr19	2395995	2496109	100115	*	cc-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr19	11889494	12201492	311999	*	wc-cc	NW150519-VIII_88	2	NW150519-VIII_88
chr20	5446163	5711109	264947	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr3	165753930	166225005	471076	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr3	169200910	169605704	404795	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr3	176664680	176984920	320241	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr5	6029271	6107057	77787	*	wc-cc	NW150519-VIII_88	2	NW150519-VIII_88
chr5	16519315	16593781	74467	*	cc-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr5	31807363	32230124	422762	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr7	22804059	23163332	359274	*	wc-ww	NW150519-VIII_88	2	NW150519-VIII_88
chr7	96493713	96680194	186482	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chr8	6888043	8232489	1344447	*	wc-cc	NW150519-VIII_88	2	NW150519-VIII_88
chr8	11983542	12689562	706021	*	cc-wc	NW150519-VIII_88	2	NW150519-VIII_88
chrX	98194832	98500964	306133	*	ww-wc	NW150519-VIII_88	2	NW150519-VIII_88
chrX	138591684	138923625	331942	*	wc-cc	NW150519-VIII_88	2	NW150519-VIII_88
chr1	91161900	91668490	506591	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr1	108202419	108646855	444437	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr1	162244328	162578329	334002	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr1	194639518	195182669	543152	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr10	85250751	85612961	362211	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr11	29395088	29973940	578853	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr11	67565945	67812830	246886	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr11	121744118	121900231	156114	*	cc-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr12	12473829	13086433	612605	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr12	92735421	92932863	197443	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr12	130244551	130460068	215518	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr13	101068806	101854439	785634	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr13	113041690	113221187	179498	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr14	56130008	56598608	468601	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr14	96808928	97019126	210199	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr17	32280463	32565451	284989	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr18	14399517	14904582	505066	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr2	55699102	56021241	322140	*	cc-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr2	158715531	158817305	101775	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr2	219118862	219244895	126034	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr21	36188484	36461705	273222	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr22	35641035	36037427	396393	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr3	12933374	13068075	134702	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr3	111341204	111846212	505009	*	cc-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr3	157910426	158503134	592709	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr3	188337005	188825571	488567	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr5	158722859	158972126	249268	*	cc-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr6	71490891	71872210	381320	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr6	82363641	82787458	423818	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr6	146658334	146974260	315927	*	wc-cc	NW150519-VIII_89	2	NW150519-VIII_89
chr8	7038920	8231854	1192935	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr8	12358442	12712092	353651	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr8	26287706	26569988	282283	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr8	88197686	88724913	527228	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chr8	126638974	127242986	604013	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr9	78095577	78452156	356580	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
chr9	85887919	86170693	282775	*	ww-wc	NW150519-VIII_89	2	NW150519-VIII_89
chrX	76644725	76882490	237766	*	wc-ww	NW150519-VIII_89	2	NW150519-VIII_89
